name,rating,date,review,mentioned_products,review_length,리뷰(번역)
Cathy,1.0,"Aug. 9, 2021",used times drivers great instacart horrible lay issues time moreyearly subscription paid 99 year wouldn t charged delivery fee used time tried use added 5 delivery fee grossly overpriced items watch closely items buying jack price certain products example wanted tomatoes chose vine tomatoes added cart noticed 48 pound 48 cents pound 48 figured mistake chose different tomato going buy 30 pack beer usually runs 25 instacart charging 33 65 cent soup jacked 5 buy otc heartburn medication 16 48 pills charging 26 actually shopping certain items leave cart just shopping issue just flat mad understand carrying cases water hard work tip really service m older husband disabled s using shopping service tip fair app 20 arrive instacart started charging heavy lifting fee wasn t cheap gallon milk considered heavy 64oz bottle juice just items added additional 6 heavy lifting charge adding case water small watermelon 30 pack beer jumped nearly 30 removed items cart 2 50 heavy lifting fee didn t heavy left just way rob money doubt driver removed decided use anymore issue trying refund subscription fee didn t expect 99 expecting fair used month person spoke chat quoted refund 91 m good weeks later refund bank account time guy tells sees m refunded 91 t confirmation number assures m getting refund week later refund wanted use instacart wanted shopping options just walmart m walmart good thing say instacart drivers great liked chat like bananas items nice good business,"banana, bananas, milk",1473,"인스타카트를 사용한 경험은 좋았지만, 문제가 많았습니다. 매년 결제하는 구독비를 99달러 지불했는데 배송비를 청구받지 않았습니다. 그러나 상품들이 과도하게 비싼 것을 주의해야 했습니다. 예를 들어, 토마토를 구매하려고 했는데 포도 토마토를 선택하고 카트에 넣었을 때 48파운드에 48센트인데 48달러로 계산되어 있었습니다. 다른 토마토를 선택하려고 했는데, 맥주 30팩을 구매하려고 했을 때 인스타카트는 25달러인데 33달러를 청구했습니다. 또한, 약을 구매하려고 했을 때 16.48달러인데 26달러를 청구했습니다. 쇼핑을 하다가 카트에 놓은 상품들을 그냥 두고 쇼핑을 중단했는데, 이때도 추가로 6달러의 무거운 물건 운반 수수료를 청구했습니다. 이런 문제들로 인해 인스타카트를 더 이상 사용하지 않기로 결정했습니다. 환불을 요청했지만, 환불이 제대로 이루어지지 않아서 실망했습니다. 인스타카트 대신 월마트를 이용하는 것이 더 나은 선택이었습니다."
Brian,1.0,12-Jun-21,bad experiences instacart delivery publix contained chilled frozen contents melted warmed 60 degrees loss 20 00 compensated 9 50 ice cream milk ground meat lost debacle today 12 jun 21 topped delivery scheduled noon 2 got text 1158 shopping order 1445 contacted instacart chat got run 5 minutes order page open scheduled delivery jun 12 noon 2 moreduring chat instacart employee changed date proceeded blame mix verified store number address refused insulting 5 offer refreshed cart webpage saw date changed clicked button sure prior page showed 12th thanks google chrome asked delivery 5pm instacart employee began make statements 14th date point canceled order webpage ended conversation contacted publix store notified treatment learned publix shopping followed instacart phone verify lodged complaints contacting publix corporate week manager talked publix told instacart shoppers shop 8 orders time reason earlier order thawed frozen items ruined meat potentially kill notified point delivery late rescheduled day treated instacart employee chat willful disrespect person talked phone interested way treated way help utilize instacart suggest use,milk,1151,"인스타카트 배송 퍼블릭스에서 나쁜 경험을 했습니다. 냉동된 내용물이 녹아 60도까지 데워졌고 20불의 손해를 입었습니다. 9.50불을 보상받았지만 아이스크림, 우유, 생고기를 잃었습니다. 오늘 6월 12일에 예약된 배송이 정오부터 2시까지였는데 11시 58분에 문자를 받았고 쇼핑 주문은 14시 45분에 연락을 받았습니다. 인스타카트 채팅을 통해 5분간 실행되지 않은 주문 페이지를 열었고 날짜를 변경하려는 직원에게 연락했습니다. 상점 번호와 주소를 확인하고 무례한 5달러의 제안을 거부했습니다. 페이지를 새로 고친 후 날짜가 변경된 것을 보고 버튼을 클릭했지만 이전 페이지에서 12일로 표시되었던 것을 확인했습니다. 배송 시간을 5시로 요청했지만 인스타카트 직원은 14일로 변경하려고 했고 그때 주문을 취소했습니다. 퍼블릭스 매장에 연락하여 그들이 인스타카트 쇼퍼를 따라가는 방법을 배웠고 불만을 제기했습니다. 퍼블릭스의 관리자와 이야기한 후 인스타카트 직원과의 대화가 끝났습니다. 배송이 늦어져서 다음 날 재예"
Dennis,1.0,10-Jun-21,instacart supposed save time reality waste time half time called shoppers buy wrong items say store wanted don t want spend time look times went store shopped milk needed said store right shelf tried covid pandemic avoid crowds cancelled got vaccine waste time money thing shoppers care tip,milk,290,"인스타카트는 시간을 절약해줄 것으로 예상되었지만 실제로는 시간을 낭비하는 경우가 많습니다. 반 이상의 시간을 쇼퍼가 잘못된 상품을 사오는 데 사용하고, 가게에서 원하는 것을 사오지 않는 경우도 많습니다. 시간을 보내서 여러 번 가게에 가서 우유를 살 필요가 없다고 했는데도 가게에는 정확히 그 자리에 있었고, 코로나 팬데믹을 피하기 위해 사람이 많은 곳을 피하려고 취소했는데도 가게에 갔다가 쇼핑을 한 경우도 있습니다. 백신을 맞았더라도 시간과 돈을 낭비하는 일이 있습니다. 쇼퍼들은 팁만 신경쓰는 것 같습니다."
Kensi,1.0,30-Apr-21,like state high percentage deliveries received instacart faulty receive substitutions items asked like replacement skipped items stock favorite substitute flavors discretion asking s like ordering chicken receiving fish ordering strawberry ice cream bar receiving mango occasion store manager personally delivered item house stock instacart shopper door try avoid deliveries deposited trunk car grocery store instead,strawberry,416,"주문한 상품 중 높은 비율로 받은 것들은 인스타카트의 고장으로 인해 대체품을 받지 못한 경우가 많았습니다. 대체품을 요청했지만 스킵된 상품들이나 좋아하는 대체품 맛이 없는 경우가 많았습니다. 치킨을 주문했는데 생선을 받거나 딸기 아이스크림 바를 주문했는데 망고를 받는 등의 경우가 종종 있었습니다. 가게 관리자가 직접 상품을 집에 배달해주기도 했고, 인스타카트 쇼퍼가 문 앞에 두고 가기도 했습니다. 이를 피하기 위해 배송을 차량의 트렁크에 두거나 식료품점에서 직접 수령하는 것이 좋을 것 같습니다."
EJ,1.0,19-Apr-21,used instacart shopping delivery service 6 times year 2 successful shopper common items replaced items completely different ordered like replacing spinach asparagus pie place single slice mention items replaced substitutes selected experience 4 18 21 event order delivered unknown address instacart customer service refused provide instant credit stated refund appear bankcard 7 10 days m additional 120 easily issued credit account immediate use service proved waste time money,spinach,478,"저는 올해 6번 인스타카트 쇼핑 배송 서비스를 이용했는데, 2번의 성공적인 쇼퍼와 공통 아이템이 아닌 완전히 다른 아이템으로 대체된 주문이 있었습니다. 시금치를 아스파라거스 파이로 대체하거나, 한 조각이 아닌 파이를 주문한 경우와 같이 대체품이 선택되었습니다. 4월 18일 주문이 알 수 없는 주소로 배달되었을 때, 인스타카트 고객 서비스는 즉시 크레딧을 제공하지 않겠다고 거부했고, 환불이 은행 카드에 7~10일이 걸릴 것이라고 말했습니다. 추가로 120달러가 즉시 계정에 크레딧으로 지급되어 서비스는 시간과 돈을 낭비한 것으로 판명되었습니다."
Jerome,1.0,"Jan. 25, 2021",just posted review service page promptly deleted review detailed ve negative issues employees past stating groceries ordered stock did exist tonight final straw umpteenth time issue finally decided handle 20 minutes groceries delivered went store verify items employee said missing stock expected items claimed gone wasn t just items said stock entire list morea couple examples employee said toilet paper ordered stock literally entire pallet toilet paper obscure place right toilet paper aisle bathroom tissue example employee said store sale strawberries 99 cents cleaned completely arrived did employee lie price strawberries entire displays obviously picked plenty strawberry packs available sure second completely obscure location right produce section produce called customer support line express grievances 888 246 7822 normally don t write negative reviews things happen hired wrong employee ve issues problems clearly just employee issue company issue way company organized train employees manage employees blaming worker works long negative experiences definitely company problem fact removed review immediately tells company fact entirely trash lacks integrity transparency,"strawberry, strawberries",1185,"서비스 페이지에 리뷰를 게시했지만 즉시 삭제되었습니다. 직원들과 관련된 부정적 문제를 자세히 언급한 리뷰였는데, 과거에 주문한 식료품이 재고가 없다고 말했습니다. 오늘은 마지막으로 문제가 발생한 것이며, 문제가 발생한 이유로 20분 후에 식료품이 배달되었습니다. 가게에 가서 물품을 확인하려고 했지만 직원은 주문한 물품이 없다고 말했습니다. 예상했던 물품들이 없었고, 전체 목록이 사라진 것이었습니다. 몇 가지 예시를 들면, 직원은 화장지를 주문했는데 재고가 없다고 했지만 화장지 팔레트 전체가 화장지 통으로 가득 차 있었고, 이상한 곳에 있었습니다. 또 다른 예시로, 가게에서 딸기를 99센트에 판매한다고 했지만 완전히 정리되어 있었고, 직원이 거짓말을 한 것으로 보입니다. 실제로 딸기 팩이 많이 있었고, 생산품 구역에 있었습니다. 고객 지원 라인에 전화해서 불만을 표명했지만, 일반적으로 부정적인 리뷰를 쓰지 않습니다. 일이 벌어진 것이고, 잘못된 직원을 고용한 것이 문제라고 생각합니다. 문제가 있었고, 분명히 회사 문제입니다. 사실 리뷰를"
Jennifer,1.0,"Sept. 8, 2020",star ve user years think maybe little longer service recommended m currently disabled fighting lyme babesia disease t leave house need help getting groceries beginning correct order hour forget getting standard 2 hours getting correct order just t employees moretoday ordered albertsons sprouts different items course orders today wrong asked 10lbs meat wrapped 2lb increments just like single week recipe calls exactly 2lbs ground beef s easy butcher weigh package got 5 lb slabs meat helpful buy food scale order able divide 2 lb increments yes called complained yes refunded meat great correct orders second order asked bunch bananas organic avocados got single measly banana regular avocados tomorrow exchange waiting refund items don t think delivered cantaloupe damaging different shoppers just groceries doorstep walk away knock just dropped left s good thing watching known ice perishables sitting elements isn t plenty site issues want try item just like aware items forever way removing delete button buy look items rest life hated matter items count just loitering item section didn t feel need allow remove delete items delete facebook post t delete items items like picture single item buy forget missing photos hundreds maybe thousands don t update photos oh don t list items ex sprouts carries boiron homeopathics listed s small item dozens know seasonal items yeah listed big deal s ok literally t store matters like like purchase season holiday items household items listed s toss just know able did know fight receipt paid yep instacart withholds shoppers bags bags instacart asks don t want know different prices yep read correctly christmas talking shopper told fact don t shoppers tips end year going attempt use company tip shopper cash website force tip yeah happens horrible service forces tip want cash tip asks tip instacart impossible company work regardless times write complaints regardless refunds offer s getting worse way worse just shouldn t problems s obvious training shoppers successfully s obvious paying job times told don t shoppers day possible upstanding company takes care employees write month bad service s times life tough m business owner matter t make happy isn t just terrible company problem doubling suggested tip good service s pretty rare seriously single month just gets worse ve m pulling membership just shopping unacceptable absolutely excuse continually terrible service company needs new ownership complete overhaul don t believe just ask shoppers happy share stories company,"banana, bananas, avocados",2533,"별표와 사용자로 여러 해를 생각해보면 아마도 조금 더 긴 서비스를 추천합니다. 저는 현재 장애가 있고 라임 병과 베베시아 질병과 싸우고 있어 집을 나갈 수 없어 식료품을 구하는 데 도움이 필요합니다. 주문을 시작하면 올바른 주문을 받기까지 1시간을 잊지 마세요. 단순히 직원들이 더 필요합니다. 오늘 알버트슨스 스프라우트에서 다른 품목을 주문했는데, 오늘 주문들은 모두 잘못되었습니다. 10파운드의 고기를 2파운드 단위로 포장해 달라고 요청했는데, 정확히 2파운드의 다진 소고기가 필요한 레시피가 있는데, 정확히 2파운드의 고기를 얻었습니다. 식품 저울을 구입하여 주문을 할 때 2파운드 단위로 나눌 수 있었습니다. 네, 불평했고, 네, 고기를 환불 받았습니다. 정확한 주문들이 두 번째 주문에서 요청한 바나나와 유기농 아보카도를 받았습니다. 내일 교환을 기다리고 있습니다. 배송된 것으로 생각하지 않는 항목들이 있습니다. 캔티로프를 손상시키는 다른 쇼퍼들이 그냥 식료품을 문 앞에 놓고 떠나는 것을 보고 그냥"
Y P,1.0,2025-02-12 03:52:03,horrible experience poor customer service rate minus 0 option available got frozen cauliflower half thawed saggy mold product bag strawberry box half tomatoes 3 2 bad missing milk overall use app delete shopping store refunded items,"strawberry, milk",232,"형편없는 경험, 불친절한 고객 서비스, 별점을 마이너스 0으로 줄 수 있는 옵션이 없음. 얼어 붙은 컬리플라워 절반 해동된 상태로, 늘어진 곰팡이가 낀 제품이 든 가방, 딸기 상자의 절반 토마토 3개 중 2개가 상태가 안 좋았고 우유가 빠져있었다. 전체적으로 앱을 사용하지 않고 쇼핑 스토어를 삭제하고 제품을 환불 받았다."
Cristina Watt,1.0,2025-01-14 12:09:26,got strawberries rotten half box maybe shopper didnt thats fine ill buy new ones 8 hefty price fruit just let requested refund support got denied told form appeal need jump hoops sent picture showed issue faster just delete account disappointed customer service,strawberries,261,"딸기가 상한 상태로 반 상자가 왔어요. 아마 쇼퍼가 확인을 안 한 거겠죠. 괜찮아요, 새로 사겠어요. 과일 값이 비싼데 8개를 샀는데, 환불을 요청했더니 거부당했어요. 항소 양식을 제출해야 한다고 해서 사진을 보냈더니 빠르게 문제를 보여줬는데도 불구하고 계정을 삭제하라고 했어요. 실망스러운 고객 서비스에요."
Colette Hatfield,2.0,2025-05-28 10:21:51,order placing experience horrible hidden fees threats receiving order large tip offered low stock stock items dont order placed way remove item seniors fixed income stick budget update shopper accountability flatten bread chocolate onions delivery ice cream frozen items completely thawed 1010 recommend,"onion, onions",303,"주문 접수 과정이 끔찍하고 숨겨진 수수료가 있어서 협박을 받았습니다. 주문이 큰 팁을 제공했지만 재고가 부족하여 주문이 처리되지 않았고, 물품이 완전히 해동된 아이스크림과 냉동 제품이 배달되었습니다. 어르신들이 고정 소득으로 예산을 지키는 경우에는 쇼퍼의 책임을 강조하는 것이 좋습니다. 빵, 초콜릿, 양파가 납작해져서 배달되었고, 10점 만점에 10점을 추천합니다."
Jill Toler,2.0,2025-03-12 02:58:25,tons missing items app like milk lettuce customer service completely unhelpful fixing app great dont know happened,milk,114,우유 상추와 같은 많은 물건들이 앱에서 누락되어 있고 고객 서비스는 전혀 도움이 되지 않았습니다. 앱을 고치는 것은 좋았지만 무슨 일이 있었는지 모르겠습니다.
Colette Hatfield,2.0,2025-05-28 10:21:51,order placing experience horrible hidden fees threats receiving order large tip offered low stock stock items dont order placed way remove item seniors fixed income stick budget update shopper accountability flatten bread chocolate onions delivery ice cream frozen items completely thawed 1010 recommend,"onion, onions",303,"주문 접수 경험이 최악이었고 숨겨진 수수료와 주문을 받은 후 협박을 받았습니다. 큰 팁을 제안했지만 재고가 낮고 재고가 있는 상품을 주문하지 말라는 경고가 있었습니다. 주문한 상품 중 하나를 제거하는 방법이 없었고 고정 소득을 받는 노인들이 예산을 지키기 어려웠습니다. 쇼퍼의 책임을 업데이트하고 빵, 초콜릿, 양파를 펴서 배달된 아이스크림과 얼음이 완전히 녹았습니다. 10점 만점에 10점을 추천합니다."
Jill Toler,2.0,2025-03-12 02:58:25,tons missing items app like milk lettuce customer service completely unhelpful fixing app great dont know happened,milk,114,"우유 상추와 같은 많은 물품이 앱에서 누락되어 있습니다. 고객 서비스는 전혀 도움이 되지 않았고, 앱을 고치는 데에는 좋았습니다. 무슨 일이 있었는지 모르겠습니다."
Y P,1.0,2025-02-12 03:52:03,horrible experience poor customer service rate minus 0 option available got frozen cauliflower half thawed saggy mold product bag strawberry box half tomatoes 3 2 bad missing milk overall use app delete shopping store refunded items,"strawberry, milk",232,"형편없는 경험, 엉망인 고객 서비스, 별점 마이너스 0, 선택지 없음, 얼어 붙은 컬리플라워 반 해동된 상태로 늘어진 곰팡이가 생긴 제품 가방, 딸기 상자 반, 토마토 3개 중 2개가 나쁨, 우유가 빠져 있음, 전반적으로 앱 사용 중지, 쇼핑 스토어 삭제, 환불된 상품들."
JA,,"April 23, 2025",4 reviews apr 24 2025 save aggravation use possible jaunary 2025 present april 23 2025 instart delivered food order stop shop bayonne nj wrong address total 6 times time finihsing touch delivered abandoned home complained stop shop helpful trying fix problem instacart gave address guess expected pick paying hefty fee fror deliver correct address cancelled order s s gave credit fot order 85 years old today 3 days later received complaint mailman food order obsrtucting pathway house order perishables milks refigerated juices frozen foods cold cuts rotisierie chicken veggies fruit assume lying porch sun 3 days called s s help contacted instacart response don t pick things contact times orders trying straghten misdeliveries totally useless arrogant don t know manage stay buiness kind service customer service high delivery price problems times stores,milk,857,"2025년 4월 24일에 작성된 4개의 리뷰를 보고 가능한 경우 2025년 1월부터 2025년 4월 23일까지의 주문을 저장하여 불편함을 피하세요. 인스타트가 음식 주문을 전달했지만 베이온, 뉴저지의 스톱 앤 샵에 잘못된 주소로 총 6번 주문을 전달했습니다. 집을 방치한 채로 배달을 완료한 것이었고, 스톱 앤 샵에 불편을 느낀 고객이 문제를 해결하려고 노력했지만 인스타카트는 올바른 주소를 제시하지 않았습니다. 높은 수수료를 지불하고 올바른 주소로 배달을 받을 것으로 예상했지만 주문을 취소했습니다. 85세의 오늘 날 3일 후에 우체부가 집 앞을 가로막는 음식 주문에 대한 불만을 받았습니다. 주문은 퍼셔블, 우유, 냉장 주스, 냉동 식품, 콜드 컷, 로티세리 치킨, 채소, 과일 등을 가정으로 배달했으며, 3일 동안 햇볕에 노출된 것으로 가정합니다. 스톱 앤 샵에 도움을 요청했지만 인스타카트에 연락했을 때는 응답이 없었습니다. 물건을 수령하지 않았으며 여러 차례 주문을 시도"
